POA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,0,0
POA6050,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,4,0,11,0,3,0,3,0,3,3,4,4,0,10,0,4,0,3,0,0,3,8,11,0,13,3,13,0,13,0,3,4,18,9,0,30,0,14,0,14,0,0,0,15,10,0,28,6,12,3,23,0,0,0,23,5,0,25,4,7,0,15,0,0,4,23,8,0,31,10,9,0,22,0,0,0,22,14,0,32,8,6,0,14,0,0,0,14,7,0,23,13,3,0,21,3,0,3,22,10,0,26,13,7,0,16,0,0,0,22,10,0,28,9,3,0,13,0,0,0,13,8,0,17,4,0,0,4,0,0,0,4,0,0,7,11,5,0,19,0,0,0,19,3,0,17,10,0,0,10,0,0,0,10,0,0,8,13,15,0,30,0,0,0,29,13,3,44,0,0
POA6051,0,0,0,0,0,3,3,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,11,7,0,16,0,4,0,3,0,0,3,8,3,0,12,0,0,0,3,4,4,9,12,12,0,19,0,16,0,21,0,3,5,22,10,0,38,12,10,0,27,0,0,0,25,21,0,43,3,9,0,9,0,0,0,11,14,0,29,12,8,0,24,0,0,0,27,5,0,30,14,12,0,19,0,0,0,22,8,0,29,10,3,0,12,0,0,0,16,5,0,18,12,3,0,16,0,0,0,18,0,0,18,25,3,0,29,0,0,0,29,5,0,34,8,0,0,5,0,0,0,5,6,0,12,3,3,0,7,0,0,0,7,0,0,6,7,3,3,12,0,0,0,12,0,0,9,7,3,0,8,0,0,0,8,0,0,10,12,7,0,21,3,0,3,28,10,0,37,0,0
POA6052,0,0,0,3,0,0,0,4,10,0,8,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,3,0,0,0,9,0,12,0,3,0,3,4,0,4,5,3,0,9,0,7,0,7,3,4,5,8,9,0,19,0,6,0,8,3,0,3,13,11,0,27,9,15,0,22,0,0,0,25,17,0,35,16,15,0,35,0,0,0,36,11,0,49,5,17,0,25,0,0,0,25,13,0,37,19,13,0,30,0,0,0,38,14,0,50,13,6,0,23,0,0,0,23,6,0,32,12,3,0,13,0,0,0,15,5,0,25,26,13,0,34,0,0,0,36,3,0,41,8,0,0,11,0,0,0,13,9,0,21,5,0,0,8,0,0,0,8,0,0,8,16,0,3,14,0,0,0,14,0,0,14,9,0,0,9,0,0,0,9,0,0,14,13,3,0,16,0,0,0,18,14,3,39,0,0
POA6053,0,0,0,0,4,0,4,4,4,0,5,0,4,0,4,0,0,0,3,0,0,5,0,9,0,5,0,0,3,9,4,0,9,0,0,0,0,0,0,3,3,12,0,19,0,7,0,9,0,0,0,12,18,0,29,6,9,0,13,3,4,5,22,21,0,37,4,16,0,24,0,7,7,26,11,0,38,15,15,0,28,0,0,0,28,21,0,51,25,20,0,49,3,0,3,51,10,0,62,18,15,0,34,0,0,0,34,15,0,41,17,14,0,32,0,0,0,32,4,0,34,16,4,4,25,0,0,0,25,3,0,30,29,10,0,31,0,0,3,35,3,0,37,8,3,0,17,0,0,0,17,4,0,15,10,3,0,8,0,0,0,8,0,0,12,8,0,0,9,0,0,0,9,0,0,6,6,0,0,6,0,0,0,6,0,0,6,14,14,0,25,0,0,0,25,13,0,44,0,4
POA6054,0,0,0,0,0,0,0,4,7,0,8,0,0,0,0,0,0,0,3,6,0,10,0,10,0,11,7,4,11,21,15,0,35,0,6,0,11,3,7,7,16,25,0,42,0,16,0,17,7,0,10,25,43,0,71,8,28,4,40,10,9,16,52,47,0,108,11,25,0,40,0,3,3,46,53,0,99,24,35,5,62,4,3,6,64,29,0,94,38,25,3,70,0,0,0,65,34,0,106,31,18,3,59,0,0,3,57,33,0,92,32,9,0,45,0,0,0,51,15,0,64,35,5,0,40,0,0,0,43,14,0,61,36,10,4,50,0,0,0,50,9,0,63,29,6,5,39,0,0,0,43,6,0,47,12,0,3,16,0,0,0,15,3,0,19,4,0,0,5,0,0,0,11,0,0,11,8,3,0,8,0,0,0,8,3,0,12,33,21,0,54,5,0,4,59,38,0,94,0,0
POA6055,0,0,0,0,3,3,7,7,17,0,25,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,3,0,3,12,9,0,19,0,4,0,5,3,0,3,10,12,0,20,0,3,0,4,5,3,5,16,22,0,34,6,28,0,35,5,0,3,44,23,0,62,13,20,0,27,3,3,3,34,21,0,51,14,22,0,42,0,3,3,45,14,0,62,24,25,0,50,3,0,3,54,22,0,79,26,14,0,36,0,0,3,37,15,0,48,18,11,3,34,0,0,3,41,11,0,44,28,7,0,37,3,0,3,37,9,0,49,38,10,0,51,0,0,0,54,5,0,63,16,0,0,13,0,0,0,17,3,0,20,9,0,0,9,0,0,0,9,0,0,9,8,4,0,11,0,0,0,11,0,0,10,6,0,0,6,0,0,0,6,0,0,12,28,9,3,44,0,3,3,42,17,4,59,0,0
POA6056,3,0,0,3,9,0,5,8,23,0,32,0,3,0,4,3,0,6,11,18,0,25,0,10,0,10,7,5,13,22,38,0,64,3,16,0,19,7,3,9,33,40,0,76,0,30,4,30,9,6,18,45,79,0,125,14,50,4,75,18,12,29,103,95,0,202,24,66,4,96,3,6,11,104,85,0,192,71,65,0,130,3,4,8,143,74,0,216,94,52,3,151,13,8,17,161,67,0,235,79,33,5,121,5,3,10,129,46,0,171,63,20,0,84,3,0,3,90,24,0,116,67,20,3,92,3,0,4,97,17,0,117,85,17,4,111,0,0,0,113,26,0,140,35,5,0,41,0,0,0,40,15,0,56,19,3,0,25,0,0,0,28,0,0,28,23,0,0,20,0,0,0,21,3,0,30,14,0,0,10,0,0,0,10,3,0,14,78,51,9,137,11,0,12,151,62,0,208,3,0
POA6057,0,0,0,0,0,0,3,4,4,0,8,0,0,0,0,0,0,3,3,4,0,5,0,4,0,4,0,0,4,4,6,0,16,0,3,0,3,0,0,0,3,19,0,25,0,12,0,14,3,6,8,23,15,0,41,0,28,3,30,5,7,9,37,25,0,68,9,27,3,32,3,0,0,36,26,0,62,21,23,5,53,3,0,5,53,23,0,71,42,19,0,65,0,6,6,71,28,0,102,39,11,0,50,0,0,0,45,16,0,62,28,11,3,46,0,0,0,48,11,0,56,25,4,0,33,0,0,0,33,9,0,40,45,7,3,59,0,0,0,62,3,0,62,15,3,3,17,0,0,0,17,8,0,26,12,3,0,10,0,0,0,16,3,0,16,9,3,0,9,0,0,0,12,0,0,10,7,0,0,12,0,0,0,12,0,0,12,31,17,0,55,0,3,3,57,15,0,76,0,3
POA6058,0,0,0,0,3,0,3,3,10,0,15,0,0,0,0,0,0,0,0,5,0,6,0,3,0,3,0,0,5,5,12,0,14,0,9,0,9,3,0,3,8,23,0,35,0,11,0,6,3,0,3,14,17,0,34,0,12,0,12,4,4,6,19,31,0,53,3,11,0,18,3,0,6,25,21,0,43,16,20,3,41,0,0,0,41,13,0,54,20,24,3,48,0,0,0,49,20,0,72,35,14,0,52,0,0,3,54,8,0,64,23,9,5,33,0,0,0,39,3,0,39,16,3,0,19,0,0,0,19,10,0,22,34,7,0,41,0,0,0,41,4,0,42,17,3,0,22,0,0,0,22,7,0,26,6,3,0,9,0,0,0,9,0,0,9,3,0,0,3,0,0,0,3,0,0,5,3,0,0,3,0,0,0,3,0,0,9,19,12,0,33,0,0,0,33,14,5,53,0,0
POA6059,3,0,0,5,0,3,3,4,14,0,17,0,5,0,5,0,3,3,9,4,0,9,0,4,0,4,4,5,8,13,13,0,25,0,3,0,8,3,3,7,10,11,0,24,0,8,0,8,10,0,8,18,17,0,38,7,31,0,33,0,10,11,43,42,0,82,9,15,0,24,0,3,4,31,34,0,64,16,25,4,50,4,0,0,48,31,0,85,31,23,3,56,3,3,4,64,40,0,102,34,22,0,59,0,3,3,56,17,0,80,26,18,0,40,0,0,0,40,21,0,62,17,9,3,26,0,0,0,26,10,0,44,37,10,7,55,0,0,0,52,16,0,71,18,3,0,19,0,0,0,19,10,0,34,13,5,0,17,0,0,0,17,4,0,22,15,6,0,24,0,0,0,20,9,0,25,10,3,0,14,0,0,0,14,3,0,14,38,15,0,60,0,4,3,64,24,0,89,0,0
POA6060,0,0,0,0,0,0,3,3,14,0,18,0,0,0,0,0,3,4,4,8,0,14,0,3,0,6,4,0,4,7,10,0,19,0,10,0,8,3,0,6,11,16,0,35,0,12,0,21,4,3,10,30,28,0,50,4,29,0,33,0,4,4,39,49,0,85,13,21,0,38,0,3,3,42,39,0,77,14,25,0,44,6,0,6,48,21,0,67,33,30,3,65,4,0,7,69,36,0,101,28,17,3,48,0,0,0,49,17,3,71,21,15,4,42,0,0,0,42,16,0,57,24,11,0,33,0,0,0,31,7,0,41,35,13,4,55,0,0,0,50,8,0,60,16,4,0,22,0,0,0,22,7,0,30,10,0,0,7,0,0,0,14,3,0,13,9,4,0,14,0,0,0,16,0,0,16,12,3,0,15,0,0,0,15,8,0,17,43,11,0,56,3,3,3,58,19,0,83,0,0
POA6061,0,3,0,3,4,3,8,12,33,0,43,0,0,0,3,0,5,6,10,13,0,23,0,7,0,9,11,3,15,24,48,0,73,0,17,5,20,17,7,16,45,52,0,93,4,19,0,20,9,11,28,45,78,0,129,5,56,3,68,18,13,27,99,98,3,195,27,53,3,89,6,4,14,102,100,0,202,60,46,6,120,4,3,6,125,92,0,220,67,56,7,129,10,9,16,143,81,0,220,58,30,0,93,3,4,6,106,57,0,159,52,22,6,74,4,0,6,79,42,0,122,40,11,3,53,0,0,0,50,27,0,80,55,14,3,79,0,5,5,78,34,0,117,18,10,0,26,0,0,0,26,11,0,42,4,3,0,5,0,0,0,5,5,0,11,12,3,0,12,0,0,0,10,3,0,12,7,0,0,8,0,0,0,8,3,0,14,30,38,7,73,9,6,14,85,73,8,165,0,3
POA6062,0,0,0,0,4,8,10,17,21,0,35,0,0,0,4,0,0,0,7,8,0,11,0,12,0,12,4,0,3,19,20,0,36,0,14,0,16,0,4,4,23,16,0,40,4,21,0,21,6,3,8,28,40,0,70,5,39,0,48,9,14,16,67,44,0,106,23,42,0,63,3,4,8,73,54,0,126,38,47,3,84,0,3,3,84,44,0,131,51,37,3,91,0,0,3,98,65,0,158,56,25,0,82,0,6,9,90,44,3,133,41,24,0,67,0,0,0,69,20,0,89,29,11,4,45,0,0,0,43,16,0,57,52,10,0,62,0,3,4,71,23,0,91,29,9,0,31,0,0,0,31,14,0,50,10,4,0,13,0,0,0,14,3,0,18,16,0,0,16,0,0,0,19,0,0,19,20,3,0,24,0,0,0,24,3,0,24,44,29,3,77,6,0,7,84,55,3,139,3,0
POA6063,0,0,0,0,4,0,4,4,8,0,18,0,0,0,0,0,0,0,0,6,0,6,0,7,0,7,0,3,3,14,16,0,26,0,3,0,6,7,0,7,11,22,0,32,0,14,3,11,0,0,0,11,21,0,34,0,22,3,26,8,0,9,29,37,0,70,10,16,0,28,0,0,3,31,30,0,62,18,28,0,41,0,0,0,48,21,0,66,22,14,3,47,3,3,6,47,24,0,71,29,13,3,41,4,3,4,45,16,0,57,27,5,3,35,0,0,0,41,14,0,50,20,9,3,24,0,0,0,24,6,0,33,24,4,0,31,0,0,0,34,12,0,42,11,4,0,16,0,0,0,16,4,0,17,4,0,0,8,0,0,0,8,0,0,11,5,3,0,4,0,0,0,4,0,0,10,3,0,0,3,0,0,0,3,0,0,3,25,17,4,50,3,0,3,51,17,0,71,3,0
POA6064,0,0,0,0,7,0,10,11,37,0,46,0,8,0,11,0,0,0,8,14,0,24,0,9,0,9,10,9,14,30,41,0,69,0,15,0,13,5,12,16,33,40,0,71,3,21,3,32,6,9,16,43,64,0,109,7,32,3,45,15,13,22,64,79,3,153,20,53,3,79,0,3,6,80,73,0,155,47,41,3,89,0,3,3,94,75,0,171,58,50,7,114,3,0,3,114,66,0,181,47,38,4,89,3,3,3,92,48,0,143,38,20,4,62,0,0,5,59,38,0,97,44,14,4,63,0,0,0,63,24,0,84,64,28,3,97,3,0,3,97,24,0,121,28,6,3,35,0,0,0,36,6,0,42,11,7,3,18,0,0,0,18,8,0,25,10,0,0,11,0,0,0,9,4,0,15,3,3,0,4,0,0,0,4,3,0,10,49,18,6,76,4,4,10,85,50,9,138,0,0
POA6065,0,0,0,0,6,3,9,13,43,0,52,4,8,0,13,0,0,0,16,13,0,28,0,16,5,21,11,10,17,36,29,0,66,4,16,0,22,0,6,11,27,35,0,68,3,32,0,35,8,3,13,45,51,3,101,8,55,0,62,8,8,23,80,82,0,161,26,73,5,103,8,9,13,117,67,0,186,50,88,8,149,10,11,15,161,56,0,217,107,65,6,178,7,3,4,190,42,0,229,86,51,3,142,3,0,3,148,37,0,182,78,40,3,115,4,0,7,123,25,0,148,82,23,3,105,5,0,5,110,16,0,124,126,34,3,163,3,0,3,167,16,0,185,53,8,3,63,3,0,3,66,11,0,76,22,10,0,32,0,0,0,32,0,0,37,17,0,3,22,0,0,0,24,3,0,25,18,0,0,18,0,0,0,20,4,0,17,72,36,8,116,8,5,15,136,38,3,175,4,0
POA6066,0,0,0,4,0,3,3,8,15,0,22,0,3,0,3,3,0,3,6,6,3,11,0,4,0,6,0,0,3,8,9,0,23,0,7,0,13,9,5,11,24,19,0,39,0,13,0,13,0,9,11,18,19,0,42,3,28,0,30,3,3,4,36,37,0,80,16,31,3,49,3,0,3,53,39,0,85,27,25,3,59,0,0,0,56,38,0,95,42,37,3,84,4,3,10,86,24,0,117,32,15,0,42,3,0,3,47,22,0,72,26,8,3,36,0,0,0,41,12,0,57,31,3,3,39,3,3,3,49,13,0,59,40,5,4,55,3,0,3,52,15,0,68,21,12,3,38,0,0,0,38,9,0,40,3,0,0,3,3,0,3,7,3,0,10,5,3,0,6,0,0,0,6,0,0,6,7,0,0,7,0,0,0,7,0,0,7,32,21,0,49,7,3,7,54,28,0,86,3,0
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,0,0,3,4,0,3,8,33,0,41,0,3,0,3,0,0,0,7,11,0,20,0,10,0,10,6,3,6,19,37,0,51,0,18,0,23,5,7,13,33,44,0,77,6,27,3,41,7,10,16,52,55,0,107,10,57,3,71,3,12,19,90,74,0,161,28,36,4,61,8,3,9,75,53,0,129,63,46,9,109,3,4,13,121,42,0,167,91,55,0,147,0,3,3,150,30,0,177,72,30,4,107,5,0,3,110,24,0,134,64,23,3,90,0,5,7,97,19,0,119,49,15,0,68,0,0,0,68,17,0,83,83,19,4,99,4,0,4,107,13,0,118,42,11,0,46,0,0,0,52,11,0,62,7,6,0,15,0,0,0,15,3,0,16,16,0,0,20,0,0,0,23,0,0,20,17,4,0,20,0,0,0,19,0,0,24,62,25,6,92,3,4,4,93,30,4,123,5,3
POA6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,0,0,3,0,0,9,0,6,0,6,0,0,0,6,3,0,4,0,3,0,3,3,0,3,7,5,0,10,3,7,0,12,0,0,0,12,6,0,17,4,0,0,3,0,0,0,3,0,0,3,4,0,0,9,0,0,0,9,4,0,11,4,0,0,9,0,0,0,9,0,0,6,10,0,0,10,0,0,0,10,0,0,10,0,0,0,5,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,12,0,0,0,12,3,0,21,0,0
POA6071,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,7,0,8,0,0,0,8,3,0,14,3,8,0,7,0,0,0,7,4,0,12,0,7,0,12,0,0,0,12,6,0,17,3,0,0,5,0,0,0,5,0,0,3,3,0,0,3,0,0,0,3,0,0,3,4,0,0,5,0,0,0,5,3,0,10,10,4,0,12,0,0,0,11,0,0,10,4,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,3,3,0,7,0,0,3,10,4,0,9,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,4,0,6,0,6,0,0,0,5,8,0,12,0,4,0,4,0,0,0,4,4,0,10,3,3,0,8,0,0,0,8,0,0,9,3,0,0,7,0,0,0,7,3,0,9,3,3,0,5,0,0,0,5,0,0,7,5,0,0,5,0,0,0,5,0,0,5,10,0,0,10,0,0,0,10,0,0,9,6,3,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,3,3,0,4,0,0,3,6,3,0,15,0,0
