POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,12,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
POA6050,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,3,0,9,0,7,0,0,0,25,3,4,0,3,0,11,0,6,0,6,0,36,0,3,0,7,0,11,0,3,0,5,0,34,0,4,0,19,3,7,0,3,0,3,0,44,4,4,0,21,0,18,0,5,0,7,0,58,14,13,0,43,4,40,0,9,0,8,0,141,20,4,4,50,3,17,0,3,0,7,0,106,19,8,0,62,3,17,0,0,0,0,0,112,27,3,0,28,3,55,0,10,0,3,0,138,186,24,7,273,34,105,3,8
POA6051,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,14,0,0,0,0,0,0,0,6,0,6,0,11,0,0,0,4,0,16,0,11,0,0,0,27,0,3,0,0,0,12,0,10,3,8,0,31,4,4,0,13,0,34,0,15,0,4,0,69,0,3,0,7,0,32,6,3,0,3,0,55,0,3,0,18,0,17,0,0,0,4,0,47,7,3,0,23,0,17,3,3,0,5,0,66,22,10,0,41,8,49,0,4,0,9,0,144,24,12,0,40,6,8,0,4,0,0,0,91,16,4,3,33,15,4,0,4,0,0,0,76,22,0,0,11,3,29,0,3,0,0,0,68,66,9,3,65,9,27,0,3
POA6052,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,7,0,14,0,3,0,3,0,7,0,3,0,8,0,28,0,0,0,5,0,22,0,5,0,4,0,45,5,4,0,15,0,13,0,0,0,8,0,51,4,9,0,20,0,22,0,7,0,6,0,66,10,3,0,27,4,19,0,4,0,3,0,70,22,4,0,68,8,53,0,12,3,5,0,173,26,3,0,73,3,18,3,4,0,8,0,140,30,0,0,59,4,11,0,4,0,3,0,118,36,7,0,31,11,34,0,8,0,0,0,121,104,8,0,140,23,35,3,0
POA6053,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,5,0,0,0,8,0,10,0,3,0,3,0,9,0,4,0,8,0,27,0,3,0,4,0,12,0,5,0,10,0,36,3,4,0,5,0,16,0,12,0,7,0,59,9,4,0,24,0,28,0,3,0,10,0,72,5,6,3,20,0,32,0,10,4,15,0,93,10,4,0,27,6,37,0,5,0,4,0,89,36,6,0,106,3,55,0,10,3,10,0,228,45,12,3,100,9,21,0,7,0,0,0,200,46,7,5,87,13,11,7,4,0,4,0,180,39,0,0,32,10,38,0,4,7,4,0,138,106,11,3,129,11,47,5,0
POA6054,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,4,0,14,0,16,0,0,0,3,0,4,0,9,0,16,0,29,0,0,0,5,0,9,0,7,0,13,0,37,0,12,4,9,0,21,0,13,3,18,0,81,8,10,0,20,0,60,0,12,0,16,0,125,8,10,0,43,7,43,0,11,3,11,3,152,15,15,3,42,4,51,4,8,3,20,0,170,24,9,0,52,4,34,0,12,4,11,0,153,57,14,4,133,9,94,3,15,3,12,0,347,67,14,0,116,14,37,3,6,4,7,0,277,46,7,4,78,17,15,3,0,3,0,0,173,38,0,3,29,8,23,0,0,4,6,0,116,85,3,0,94,11,34,5,7
POA6055,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,10,0,10,0,32,3,3,0,3,0,7,0,9,0,9,0,36,4,7,0,14,0,30,0,12,3,3,3,75,0,3,0,27,3,48,4,8,5,17,0,118,18,8,3,51,3,70,0,21,0,6,5,182,17,9,6,66,9,90,4,5,4,9,0,225,38,7,4,66,11,65,3,7,3,11,0,216,109,24,0,188,24,117,10,14,3,11,0,495,100,12,0,138,28,43,5,12,3,0,0,339,83,8,0,74,20,15,3,3,0,3,0,214,61,3,4,38,4,43,0,4,0,0,0,149,104,3,3,92,18,40,4,6
POA6056,0,0,0,0,0,0,0,0,4,6,0,13,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,4,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,6,0,22,0,31,0,3,0,0,0,5,0,17,6,16,0,44,3,3,0,3,0,11,0,14,4,34,0,83,3,3,0,10,0,45,0,25,5,31,0,129,11,19,4,38,4,103,6,30,5,45,0,263,4,13,3,68,6,133,3,26,4,38,0,296,26,17,4,99,7,108,4,17,6,17,0,314,54,16,0,141,11,99,9,18,3,17,3,367,119,29,3,247,16,187,5,21,17,29,3,675,113,15,4,181,20,53,10,15,8,21,0,441,99,9,0,114,14,25,5,3,0,3,0,287,91,3,3,54,6,69,3,3,7,4,0,243,153,12,4,129,21,55,7,6
POA6057,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,8,0,5,0,17,0,0,0,0,0,3,0,0,0,9,0,12,0,4,0,4,3,21,0,7,0,10,0,52,3,9,0,15,0,41,0,17,3,21,0,116,4,4,0,41,3,61,0,9,0,12,0,135,7,10,0,52,3,43,0,8,0,10,0,133,22,5,3,51,8,62,3,0,3,12,0,168,59,12,0,125,7,104,4,13,4,16,0,339,72,9,0,105,12,32,4,5,0,6,0,259,55,11,0,61,6,18,4,0,0,3,0,166,40,0,0,26,10,40,0,0,0,3,0,120,70,5,0,61,7,34,3,4
POA6058,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,7,0,3,0,0,0,7,0,0,0,0,0,6,0,9,0,4,0,18,0,0,0,4,0,23,0,8,0,4,0,42,0,3,0,20,0,31,0,4,0,16,0,79,3,5,0,27,3,38,0,8,4,11,0,95,3,6,0,40,4,48,0,4,0,8,0,126,14,6,0,44,3,42,0,0,0,7,0,120,58,6,0,81,11,58,4,17,3,10,0,261,63,4,0,73,10,25,0,6,4,6,0,186,39,3,0,38,3,18,0,0,0,4,0,112,26,3,0,13,0,14,0,5,0,0,0,61,35,3,0,20,7,17,3,3
POA6059,0,0,0,0,0,0,0,4,0,11,0,21,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,7,3,6,0,18,0,3,0,3,0,8,0,11,0,10,0,36,0,0,0,3,0,20,0,23,0,19,0,61,3,5,0,11,0,38,0,15,0,19,0,93,3,9,3,27,3,38,0,19,3,14,0,117,13,5,0,38,0,56,0,20,7,28,0,171,5,10,0,61,0,48,0,12,5,18,0,152,31,11,3,51,4,52,0,12,3,11,0,182,51,17,3,142,8,112,3,19,3,25,3,384,70,14,3,143,15,35,3,11,0,11,0,304,61,5,0,106,16,18,6,3,0,6,0,219,58,8,0,46,5,58,0,8,0,3,0,186,178,13,3,203,17,71,16,9
POA6060,0,0,0,0,0,0,0,3,0,5,0,19,0,0,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,6,0,16,0,21,0,0,0,0,0,10,0,6,0,6,0,32,0,0,0,3,0,9,0,10,0,11,0,42,0,10,0,4,0,26,0,9,4,14,0,73,3,13,0,22,0,54,0,14,3,22,0,139,5,19,0,36,0,72,0,4,0,17,0,153,10,6,0,28,5,45,0,11,3,8,0,123,20,4,0,43,3,33,0,8,0,9,0,123,40,10,0,99,11,71,4,14,0,12,0,263,47,5,7,100,14,22,4,9,0,4,0,206,44,3,0,86,13,10,3,3,0,3,0,164,35,4,0,41,10,48,3,3,0,3,0,146,92,10,3,122,41,47,3,3
POA6061,0,0,0,0,0,3,0,4,0,59,0,66,0,0,0,0,0,0,0,3,0,10,0,21,0,4,0,0,0,0,0,7,0,19,0,32,0,0,0,0,0,3,0,7,0,9,0,22,0,3,0,0,0,8,0,15,0,83,0,106,0,9,0,0,0,20,0,40,0,68,0,141,3,11,3,4,0,52,0,46,11,76,0,211,8,11,3,20,4,123,0,55,11,61,0,291,15,30,6,60,3,152,6,46,10,72,0,392,24,37,0,104,14,118,5,30,5,51,0,392,39,18,5,105,4,121,3,21,3,36,3,356,49,19,4,93,8,85,0,17,4,24,0,308,120,31,3,150,23,102,10,16,11,37,3,500,80,11,6,91,13,41,5,5,0,13,0,260,61,4,0,40,5,12,3,0,0,3,0,131,22,3,3,16,3,16,0,0,0,4,0,73,39,3,0,25,6,19,0,4
POA6062,4,0,0,0,0,3,0,3,0,22,0,34,0,0,0,3,0,3,0,4,0,3,0,14,0,0,0,0,0,4,0,6,0,7,0,20,0,0,0,0,0,0,0,6,0,13,0,18,0,0,0,0,0,3,0,3,0,19,0,30,0,0,0,0,0,6,0,18,0,22,0,50,0,3,0,9,0,28,0,34,3,28,0,104,3,15,0,18,3,65,3,26,0,29,0,174,11,25,0,35,0,84,9,30,7,66,0,263,20,16,4,73,4,93,0,26,0,41,0,285,7,19,4,81,4,91,0,28,7,27,0,269,42,15,0,94,7,76,4,9,7,29,0,288,133,24,3,201,23,153,12,12,9,39,0,599,114,15,3,187,17,47,4,13,4,15,0,427,94,8,3,115,12,25,4,9,0,13,0,294,80,3,3,54,15,45,3,3,0,5,0,210,125,13,3,127,16,43,8,4
POA6063,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,4,3,4,0,15,0,0,0,0,0,0,0,3,0,10,0,8,0,0,0,0,0,0,0,8,0,19,0,21,0,0,0,0,0,5,0,10,0,9,0,28,0,6,0,3,0,7,0,19,0,16,0,57,3,7,0,13,0,37,0,20,3,26,0,108,11,4,0,23,0,73,0,16,8,27,0,156,3,14,0,46,0,62,0,7,3,23,0,160,14,15,0,44,3,61,0,12,0,9,0,162,27,10,0,48,3,52,0,9,0,17,0,165,82,12,0,113,9,68,7,9,0,6,3,306,53,8,3,76,3,26,3,3,0,5,0,188,51,3,4,32,3,17,6,3,0,3,0,115,27,0,3,17,7,8,0,3,0,0,0,67,43,3,0,45,4,12,3,4
POA6064,0,0,0,0,0,3,0,4,0,31,0,42,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,7,0,23,0,31,0,0,0,0,0,6,0,7,0,6,0,22,0,0,3,0,0,3,0,9,3,51,0,75,0,3,0,3,0,11,0,23,7,36,0,90,0,15,0,6,0,45,0,27,4,63,3,162,5,12,0,7,0,82,0,38,0,54,3,201,6,30,3,59,4,116,3,36,9,62,0,333,30,33,3,92,10,111,3,43,5,53,0,384,37,14,4,106,7,91,6,23,4,32,0,334,41,17,6,103,10,65,3,21,3,26,0,292,139,19,9,200,14,102,4,27,4,51,5,577,101,10,5,132,15,58,9,10,3,19,0,354,81,9,3,76,7,23,3,4,0,5,0,214,34,3,0,35,3,21,3,3,5,5,0,110,67,6,0,40,4,28,0,3
POA6065,3,0,0,0,0,3,0,0,0,22,0,33,0,0,0,0,0,3,0,4,0,7,0,15,0,0,0,3,0,4,0,10,0,13,0,31,0,0,0,0,0,0,0,3,0,3,0,11,0,3,0,0,0,8,0,4,0,15,0,37,3,0,0,0,0,17,4,23,8,26,0,81,3,11,0,10,0,28,0,29,0,29,0,112,7,19,3,27,4,73,0,38,3,52,0,221,17,40,3,74,9,120,3,45,4,41,0,360,38,41,0,164,20,193,9,30,10,39,0,542,50,39,4,209,18,225,7,29,12,39,0,629,78,38,3,302,28,197,11,21,16,36,0,719,311,54,18,647,63,419,21,49,8,47,4,1630,335,35,12,603,60,132,17,20,4,23,0,1248,312,21,13,352,44,80,7,19,3,14,0,862,211,9,3,161,24,172,5,14,13,16,0,620,380,14,3,364,58,136,13,12
POA6066,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,15,0,24,0,4,0,0,0,10,0,5,0,18,0,39,0,5,0,0,0,28,0,13,0,34,0,85,4,4,0,8,0,34,0,26,0,28,3,104,5,25,0,26,0,59,3,22,3,23,0,166,18,8,0,52,0,49,0,17,3,28,0,185,25,11,3,61,11,69,3,16,5,15,0,210,17,16,3,76,3,63,3,9,4,10,0,200,88,15,6,146,14,92,6,15,0,15,0,399,96,11,0,113,9,41,5,12,4,8,0,311,71,4,0,66,8,9,0,3,0,3,0,176,48,3,0,42,5,17,3,3,0,3,0,128,81,0,0,56,9,22,6,3
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,3,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,14,0,24,0,0,0,3,0,8,0,14,3,18,0,45,0,3,0,0,0,15,0,12,4,21,0,64,0,13,3,10,0,58,0,23,8,21,0,136,3,7,3,48,9,126,4,36,6,22,0,263,28,22,3,118,12,146,7,25,12,9,0,380,34,13,0,137,10,154,0,18,12,14,0,407,60,16,3,161,19,167,9,22,6,18,0,476,229,35,13,349,42,256,7,21,24,26,0,997,201,19,5,306,36,77,11,14,5,4,0,674,176,10,10,169,19,36,7,3,3,0,0,419,127,4,0,72,18,110,3,8,3,0,0,348,201,14,10,154,19,60,9,4
POA6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,4,0,22,0,3,0,4,0,6,0,0,0,6,0,22,0,0,0,11,0,6,0,3,0,0,0,22,4,0,0,7,0,12,0,3,0,0,0,24,11,5,0,17,0,23,4,3,3,0,0,64,14,0,0,35,0,13,0,3,0,0,0,60,9,0,0,15,6,0,0,0,0,0,0,32,12,0,0,10,0,15,0,0,0,0,0,47,44,4,0,49,0,19,3,4
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,4,0,7,0,0,0,6,0,4,0,3,0,3,0,24,3,0,0,6,0,4,0,0,0,3,0,17,0,0,0,13,0,8,0,4,0,0,0,26,0,4,0,11,0,10,0,0,0,3,0,25,8,3,0,24,0,15,0,0,0,3,0,65,12,0,0,35,3,4,3,0,0,0,0,63,16,4,0,16,0,7,0,0,0,0,0,45,16,0,0,7,0,12,0,0,0,0,0,35,28,4,0,40,4,7,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,0,0,6,0,7,0,0,0,3,0,25,0,0,0,4,0,6,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,10,9,0,0,7,0,4,0,0
POA6073,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,8,0,3,0,0,0,3,0,0,0,4,0,13,0,3,0,3,0,4,0,3,0,3,0,16,3,3,0,8,0,6,0,0,0,5,0,24,0,3,0,7,0,11,0,0,0,3,0,16,6,4,0,16,0,19,0,0,3,5,0,56,10,0,0,21,3,0,0,0,0,0,0,39,11,3,0,14,0,3,0,0,0,0,0,27,4,0,0,7,0,5,0,0,0,0,0,27,11,0,0,24,0,7,4,0
