POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6210,27,22,226,294,66,613,47,370,24,1691,106,180,603,400,214,411,110,314,19,2362,316,703,1158,588,458,348,473,500,85,4633,513,844,1071,637,562,366,559,532,85,5161,708,1039,1111,673,838,502,726,617,106,6315,494,706,739,496,621,387,585,492,74,4593,150,156,115,71,155,109,126,117,28,1028,22,15,10,11,26,18,3,16,19,137,3,3,0,0,0,0,0,0,3,9,2342,3663,5037,3160,2940,2753,2635,2952,441,25923
POA6211,0,0,17,27,7,57,6,34,7,152,3,12,28,31,28,34,7,31,4,179,34,51,120,46,47,30,57,43,8,452,74,102,155,60,75,45,61,54,8,641,82,116,163,55,87,33,93,59,11,702,68,82,80,47,82,44,58,42,10,507,13,17,18,13,20,12,9,15,0,112,3,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,276,385,597,273,341,260,288,287,43,2759
POA6213,0,0,5,3,0,3,0,5,0,19,4,3,0,3,0,3,0,3,0,22,0,4,6,3,0,3,13,7,0,35,10,7,6,3,3,3,11,5,0,51,15,11,12,8,5,5,19,16,0,84,16,9,7,9,12,0,13,9,0,69,9,5,4,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,40,37,32,19,17,53,58,3,306
POA6214,0,0,5,7,0,10,0,3,0,27,0,0,5,3,0,0,0,3,0,18,3,4,20,0,3,3,7,4,0,40,6,3,14,3,8,0,14,5,0,51,10,9,14,9,10,6,18,10,7,93,12,0,8,0,3,3,3,9,0,49,11,3,0,3,3,0,0,0,3,26,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,60,20,63,20,26,22,46,43,9,311
POA6215,0,0,21,19,0,22,8,20,0,95,8,8,40,21,9,12,7,20,0,118,19,31,68,30,22,14,39,40,6,265,25,30,70,42,26,12,47,31,4,297,44,36,98,41,32,16,93,52,11,431,40,27,63,29,35,18,58,42,6,324,25,5,5,8,11,3,11,15,0,85,9,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,173,135,367,190,146,105,264,218,31,1626
POA6218,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,11,6,3,5,3,0,0,4,0,0,20,3,0,7,0,3,0,3,5,0,23,3,5,8,3,0,0,9,6,0,38,5,3,7,3,0,4,5,5,0,39,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,30,12,22,12,7,8,26,25,7,146
POA6220,0,6,25,15,8,21,3,23,0,106,4,4,42,14,14,13,10,47,0,154,17,15,63,28,29,12,28,141,5,341,46,43,82,37,35,20,59,91,11,416,65,48,73,35,62,28,71,94,4,483,75,35,46,36,25,13,46,56,3,344,48,8,10,0,7,4,3,17,4,105,3,3,0,0,0,3,0,5,0,20,0,0,0,0,0,0,0,0,0,0,264,154,345,163,186,116,223,478,29,1964
POA6221,0,0,5,5,3,7,0,7,0,23,0,0,0,0,0,3,0,0,0,6,0,0,3,0,3,0,0,0,0,11,7,11,6,5,5,0,0,0,0,26,6,3,3,0,3,0,3,4,0,26,13,3,3,0,3,4,0,3,0,31,5,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,30,19,18,8,16,13,6,23,3,138
POA6223,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,6,0,3,3,3,0,0,3,0,28,6,3,4,0,0,0,0,5,0,19,12,4,5,3,0,0,4,6,0,36,5,0,0,0,5,3,0,0,0,15,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,18,11,10,8,3,18,3,110
POA6224,0,0,14,0,3,11,0,9,0,44,3,0,4,3,5,8,3,9,0,30,3,9,8,3,11,0,7,11,0,49,3,13,24,12,16,6,15,9,4,95,17,7,26,14,18,8,23,14,3,131,24,8,10,10,4,3,17,17,3,97,15,4,3,0,4,0,4,0,3,40,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,68,38,89,52,58,44,72,71,17,495
POA6225,8,0,45,12,15,70,7,51,6,218,3,10,109,49,30,33,24,36,4,302,39,68,174,57,60,35,88,86,12,615,39,67,152,67,73,35,108,105,4,646,88,74,185,90,76,48,183,103,8,859,69,65,118,58,62,36,142,84,9,644,19,17,8,15,8,3,14,26,16,123,10,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,270,304,783,347,331,266,577,495,65,3425
POA6226,0,0,6,7,0,11,0,9,0,29,0,3,5,6,0,9,0,0,0,21,10,3,15,4,12,0,3,5,0,55,14,16,24,4,10,3,10,9,0,96,13,25,28,12,14,3,8,14,0,123,23,10,8,10,8,9,9,5,0,82,4,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,68,62,99,37,51,34,32,42,4,428
POA6227,0,0,3,3,0,3,0,7,0,17,0,0,10,4,3,4,0,3,0,21,5,10,19,4,4,3,14,8,0,66,8,8,28,5,19,3,4,3,0,87,19,18,14,7,12,5,10,9,3,97,11,14,3,7,10,3,0,3,3,47,10,3,0,0,0,0,0,3,0,13,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,56,51,74,25,46,20,38,37,3,359
POA6228,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,11,6,3,5,0,3,0,4,4,0,31,3,0,8,0,0,0,0,0,0,15,3,0,0,0,0,0,0,7,0,15,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,6,18,4,11,4,14,10,3,82
POA6229,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,16,4,0,0,3,4,3,0,3,0,17,0,0,3,0,3,3,7,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,4,8,6,14,14,0,72
POA6230,12,10,172,151,61,466,12,286,23,1200,67,140,400,211,160,226,84,289,19,1594,257,732,861,365,370,287,279,525,57,3736,413,833,765,413,456,281,380,479,63,4084,533,839,710,480,613,326,408,480,75,4468,363,641,422,338,448,223,355,347,42,3178,90,132,74,76,90,48,72,95,15,684,10,14,5,5,7,3,6,13,0,62,3,4,0,0,0,0,0,3,0,8,1750,3340,3411,2034,2204,1865,1602,2510,300,19024
POA6232,6,8,53,41,14,145,8,74,3,346,25,23,147,57,52,63,30,74,11,481,82,122,310,94,140,103,130,148,18,1151,78,166,222,132,129,83,142,109,16,1086,96,125,187,113,137,92,163,112,19,1038,62,79,112,82,83,65,111,75,12,683,12,8,17,11,8,8,12,17,0,104,0,3,0,0,0,0,0,7,3,14,0,0,0,0,0,0,0,0,0,0,359,534,1053,529,575,561,600,614,80,4897
POA6233,9,0,81,75,29,239,6,116,6,564,30,42,182,68,57,93,41,98,10,616,119,253,420,150,195,155,177,205,16,1684,181,303,400,199,264,146,215,219,31,1964,208,319,378,211,271,168,224,187,36,1999,142,233,219,133,180,83,168,134,24,1319,34,40,27,17,32,16,34,42,5,247,9,3,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,725,1199,1706,860,1028,893,865,998,133,8402
POA6236,0,3,13,14,0,23,0,16,0,85,3,10,23,9,9,3,4,3,0,65,7,24,20,11,11,5,15,10,0,96,37,34,23,9,29,11,20,16,0,184,64,55,57,23,31,21,26,26,3,302,47,43,28,23,37,11,37,15,0,236,25,8,3,0,7,4,5,3,0,62,5,0,0,0,0,0,0,0,3,14,4,0,0,0,0,0,0,0,0,4,193,171,174,97,128,80,100,92,9,1042
POA6237,3,3,17,14,4,16,0,14,0,77,7,6,10,4,5,4,3,11,0,56,10,25,39,14,22,12,14,22,0,158,32,36,52,21,41,14,26,13,10,252,55,51,49,40,42,18,29,38,3,316,46,41,53,23,46,20,35,37,0,311,23,7,7,0,7,6,5,12,4,62,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,186,172,229,109,164,90,114,146,20,1238
POA6239,0,0,23,11,3,26,7,15,0,91,5,5,31,13,6,15,10,18,0,97,28,23,79,16,31,19,32,49,4,281,51,53,62,29,51,18,48,60,7,375,67,86,63,43,51,26,64,51,9,457,77,63,42,54,41,27,48,40,11,399,38,18,12,7,9,6,11,21,3,120,11,0,0,0,0,0,3,3,0,20,5,0,0,0,0,0,0,0,0,3,282,249,315,170,188,138,222,254,31,1852
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,3,0,3,0,6,0,0,0,3,19,8,6,3,0,3,4,0,0,0,24,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,18,3,11,4,0,7,0,69
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,3,0,0,26
POA6244,0,0,0,4,0,3,0,3,3,13,3,0,4,0,3,3,0,8,0,18,18,15,11,6,3,6,0,9,0,71,60,15,12,7,14,3,11,26,7,149,50,17,19,9,18,4,14,19,0,153,52,10,14,7,12,4,13,19,0,138,50,4,3,0,0,9,5,7,3,76,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,245,54,67,33,49,33,44,91,10,645
POA6251,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,0,6,0,3,0,3,4,0,25,8,4,9,5,4,0,3,4,0,34,20,5,5,0,3,3,0,8,0,41,11,4,0,3,8,0,3,7,0,38,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,23,11,10,13,14,25,0,165
POA6252,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,3,0,0,0,11,8,0,3,3,3,3,0,3,0,16,8,3,0,3,0,0,3,4,0,22,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,8,4,4,4,6,13,3,68
POA6253,0,0,3,0,0,3,0,3,0,9,0,0,0,3,0,0,0,3,0,10,5,6,3,0,0,3,3,3,0,28,9,3,6,3,5,0,5,8,0,32,15,6,5,8,3,0,3,11,0,51,14,20,14,12,10,4,3,10,0,93,21,0,0,0,3,4,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,42,39,31,24,15,24,38,0,265
POA6254,0,0,3,4,0,4,0,0,4,17,0,0,0,0,0,0,0,3,0,3,3,3,7,0,0,0,3,6,0,23,3,3,6,4,0,0,0,3,0,25,4,3,15,0,3,3,14,10,0,45,5,11,3,6,3,0,7,10,0,37,0,0,3,0,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34,15,9,7,27,36,4,167
POA6255,3,0,20,4,5,23,3,20,0,89,3,7,13,14,3,7,10,10,0,71,15,24,39,21,7,12,24,22,0,163,40,61,51,41,36,24,33,34,3,316,51,66,71,37,48,29,57,42,10,409,76,57,61,40,46,32,47,44,3,406,41,18,12,11,11,16,9,17,7,146,13,3,3,4,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,249,239,266,164,167,137,189,194,26,1630
POA6256,0,0,4,3,0,3,0,5,0,14,0,0,4,0,0,4,0,3,0,14,0,3,4,0,0,0,3,0,0,12,5,6,14,4,8,4,3,0,0,47,11,10,8,8,5,4,0,10,0,55,17,10,11,4,0,0,3,3,3,45,5,0,0,3,0,0,0,3,0,18,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,29,38,20,9,13,11,30,5,213
POA6258,8,0,34,16,9,61,3,53,0,185,12,15,63,25,22,22,13,44,0,216,67,74,87,24,67,32,49,77,11,487,89,79,70,53,69,40,53,62,4,527,121,85,88,66,103,52,90,115,9,738,128,87,82,62,66,48,65,89,10,629,73,18,15,11,16,16,20,22,4,198,25,0,0,0,5,0,4,6,0,44,4,0,0,0,0,0,0,0,0,6,525,360,443,255,343,273,300,480,39,3016
POA6260,3,0,4,0,3,17,0,10,0,41,7,3,4,6,0,0,0,12,3,38,13,6,9,3,7,3,4,21,0,77,41,15,15,13,9,8,11,26,0,138,41,27,13,13,14,19,21,32,0,174,46,14,3,8,21,7,14,18,4,140,16,0,5,4,3,3,6,18,3,61,8,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,3,175,71,59,49,60,60,52,137,18,683
POA6262,0,0,0,3,0,0,0,3,0,9,3,0,0,0,0,0,0,3,0,9,3,0,10,0,3,0,4,6,0,23,19,6,5,3,5,0,3,8,0,46,27,7,13,10,11,3,0,7,0,87,29,13,3,9,4,3,8,15,3,84,18,0,0,0,0,0,0,9,0,32,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,105,30,33,32,23,7,22,50,3,298
POA6271,0,0,11,14,7,23,0,21,0,71,3,7,24,13,8,15,3,30,0,105,12,44,60,19,23,16,20,51,5,261,24,64,66,32,29,22,35,38,3,307,51,67,63,41,41,25,44,58,4,401,33,33,50,25,23,10,28,26,6,232,24,6,0,3,10,3,5,11,3,66,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,162,226,272,144,142,112,144,234,23,1452
POA6275,0,0,3,0,0,3,0,7,0,16,0,0,0,0,0,4,4,7,0,25,10,7,4,5,5,3,10,14,0,53,18,18,14,7,3,12,9,20,0,97,29,15,24,15,9,3,10,23,0,140,46,18,19,14,8,15,12,19,3,154,22,7,7,3,9,4,0,6,3,53,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,133,64,71,46,32,38,52,93,14,547
POA6280,4,12,127,132,32,331,15,162,8,828,51,50,251,121,62,143,31,138,10,877,206,274,498,218,172,152,97,263,23,1914,339,444,517,297,341,191,223,349,32,2736,420,448,458,300,389,248,254,338,45,2901,316,314,276,241,294,196,203,266,32,2135,137,78,51,49,67,47,74,61,21,571,29,4,4,0,4,9,3,14,9,73,3,0,0,3,0,0,0,0,3,9,1517,1632,2187,1363,1360,1309,907,1594,172,12039
POA6281,0,0,22,32,0,50,3,36,3,154,0,12,43,40,6,19,4,28,7,158,85,136,183,87,56,45,34,89,9,715,145,200,187,88,96,74,55,82,9,949,117,149,152,57,97,69,38,68,13,753,75,91,71,43,72,56,38,49,3,501,44,25,15,12,14,25,11,17,0,158,5,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,474,622,675,361,349,343,178,367,43,3402
POA6282,0,0,5,11,0,3,0,12,0,32,0,0,7,13,0,0,0,0,0,21,17,18,20,8,5,3,4,7,0,81,22,35,28,10,11,8,9,10,0,136,48,49,24,15,15,17,10,12,0,190,26,35,23,8,13,15,4,13,0,143,9,6,3,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,123,149,110,55,49,50,27,61,3,632
POA6284,0,0,11,7,0,16,4,13,0,43,3,0,4,0,0,9,3,0,0,25,17,39,46,24,14,19,9,31,0,192,65,63,71,18,49,17,10,39,4,336,45,39,41,16,18,16,15,31,5,233,48,30,16,7,18,13,7,28,4,174,30,3,3,0,5,0,0,3,3,54,6,3,0,0,0,0,0,3,0,17,3,0,3,0,0,0,0,0,0,9,216,173,189,81,99,95,52,148,16,1067
POA6285,4,3,36,49,5,82,3,52,4,235,19,10,60,49,10,25,4,59,4,241,116,136,208,127,72,65,33,209,14,988,181,261,238,127,122,90,84,124,18,1236,168,198,173,95,113,83,50,97,10,980,121,134,88,77,75,82,47,81,8,704,53,30,20,9,20,19,13,22,3,180,12,3,0,0,0,7,0,0,0,23,3,0,0,0,0,0,0,0,0,3,679,773,823,530,415,445,239,631,68,4604
POA6286,0,0,0,3,0,4,0,3,0,10,3,0,3,9,0,3,0,9,0,21,5,13,5,4,0,3,3,11,0,48,3,14,8,9,3,0,8,12,0,59,20,7,20,5,10,3,0,10,0,73,28,12,6,5,14,3,0,10,0,83,9,7,3,3,0,0,0,0,3,26,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,79,59,45,38,32,18,10,59,3,335
POA6288,0,0,0,0,0,3,0,6,0,6,0,0,0,3,0,0,0,4,0,10,7,7,5,0,0,0,0,8,0,29,23,4,6,7,3,0,7,10,0,58,22,9,15,6,4,4,5,7,0,66,24,11,8,3,10,3,5,13,0,63,15,7,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,98,29,32,15,17,11,13,53,0,278
POA6290,0,0,0,13,3,18,0,16,0,43,0,0,5,11,0,5,0,3,0,26,9,5,15,11,7,6,3,11,0,70,10,7,14,11,5,3,6,18,0,78,19,11,28,21,20,18,14,20,4,158,30,16,25,18,19,11,12,29,0,173,18,12,4,0,3,5,0,3,4,48,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,94,54,101,81,63,69,39,102,7,608
POA6302,0,0,10,10,0,24,3,26,0,76,9,3,24,12,3,5,4,10,0,77,27,28,31,19,26,20,14,22,0,180,52,31,34,26,32,17,19,23,3,233,63,44,52,37,44,25,36,46,3,344,73,53,38,44,34,24,29,40,5,348,34,22,15,6,14,8,15,9,0,126,3,0,0,3,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,253,190,195,158,162,125,122,180,18,1407
POA6304,0,0,4,0,0,0,0,8,0,15,4,0,4,0,4,0,3,9,0,26,20,10,25,5,5,4,11,11,0,90,29,18,23,11,9,8,10,9,0,117,39,17,25,16,22,6,26,9,0,155,47,18,20,18,16,13,18,18,0,171,28,4,3,4,4,3,8,7,0,73,11,0,0,0,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,175,63,107,61,69,38,78,69,5,662
POA6306,0,0,7,0,0,3,0,6,0,15,3,0,3,4,4,0,0,5,3,23,8,11,4,6,0,3,3,11,3,47,23,8,8,4,7,0,3,8,0,67,48,7,7,10,8,7,11,15,0,120,36,5,7,13,5,9,3,4,0,79,28,3,3,0,5,3,3,5,4,60,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,153,36,31,31,34,19,29,62,14,421
POA6308,0,0,7,3,0,3,0,6,0,21,4,3,7,3,0,0,0,11,0,35,18,9,19,9,12,0,3,12,4,80,39,4,10,8,16,5,17,7,3,107,52,4,18,12,12,11,32,14,3,167,52,11,26,11,21,3,14,14,0,160,24,4,0,3,3,0,9,8,0,52,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,209,48,82,44,65,25,73,79,11,630
POA6309,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,8,3,0,3,0,0,0,0,0,0,6,7,3,4,3,0,0,0,0,0,16,13,5,0,3,3,0,4,4,0,33,7,0,0,3,4,0,7,0,0,23,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,8,13,13,4,11,11,0,100
POA6311,0,0,3,0,0,0,0,3,0,10,4,0,0,0,0,0,0,0,0,6,10,5,15,3,0,3,3,10,0,50,20,4,3,3,10,0,5,4,0,52,20,9,10,3,9,4,5,12,0,69,12,5,13,4,5,4,3,4,3,49,11,0,4,0,0,0,8,5,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,77,31,44,22,26,16,27,31,4,268
POA6312,0,0,23,13,4,23,0,16,0,83,4,24,44,23,16,24,11,29,0,175,35,62,61,36,36,28,25,42,0,323,59,70,60,59,37,20,25,43,4,373,72,81,63,63,50,31,27,55,8,450,76,79,51,43,45,28,34,45,7,412,37,17,16,9,12,7,18,15,3,137,3,3,5,0,0,0,0,4,0,19,0,0,3,0,0,0,0,0,3,7,284,331,326,250,198,166,135,258,33,1979
POA6313,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,10,5,0,0,0,0,0,0,0,24,3,0,0,0,7,0,0,6,0,19,11,6,3,3,7,0,4,0,0,38,5,3,0,0,0,7,7,5,0,29,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,22,15,5,18,5,18,16,0,123
POA6315,3,0,8,4,3,13,0,8,0,39,0,0,14,7,9,7,6,3,0,42,34,11,25,12,11,8,5,10,3,118,39,17,26,20,11,7,17,15,0,154,57,27,16,10,17,4,26,29,3,194,53,16,16,20,11,16,21,25,4,193,22,3,0,4,9,7,12,3,0,59,4,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,216,82,101,78,75,55,84,99,13,808
POA6316,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,0,0,0,0,13,9,8,5,3,3,0,0,3,0,24,13,0,0,3,3,0,5,3,0,30,20,0,5,0,0,3,5,5,0,47,14,4,3,0,5,3,6,4,0,37,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,71,15,17,8,10,9,16,17,0,174
POA6317,3,4,11,6,10,24,7,34,0,95,15,19,36,14,10,23,14,55,3,173,32,58,60,26,30,25,15,81,7,326,63,54,39,20,33,26,15,83,10,345,77,41,46,39,37,24,32,92,6,401,55,32,43,33,30,25,30,69,10,330,30,8,9,9,15,4,4,9,3,91,11,3,3,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,276,218,250,143,163,149,110,424,38,1780
POA6318,0,0,3,0,5,0,0,0,0,8,3,0,9,3,4,0,0,4,0,21,6,4,4,4,10,3,7,3,0,44,20,4,10,7,6,0,0,6,3,55,25,7,4,0,3,7,4,4,0,56,17,7,7,0,7,0,4,6,0,43,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,18,35,14,35,14,12,27,7,243
POA6320,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,11,18,5,6,3,4,0,0,0,0,50,12,3,3,3,9,0,0,0,3,31,36,3,3,6,8,3,6,3,3,68,25,5,3,8,0,3,0,0,0,52,9,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,109,17,20,27,24,5,17,11,4,222
POA6321,3,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,0,3,0,8,14,3,6,0,4,0,0,3,0,34,20,3,3,6,0,0,3,5,0,40,23,0,3,4,4,3,9,3,0,51,28,4,0,3,0,0,7,7,0,51,22,0,0,0,0,3,0,3,0,34,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,107,14,19,18,15,8,18,26,4,232
POA6322,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,5,0,4,0,3,0,0,4,0,20,5,4,0,0,0,0,6,0,0,7,8,0,0,0,0,3,3,4,0,21,16,0,0,0,4,0,4,3,0,28,5,0,0,3,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,3,8,4,9,8,8,16,3,102
POA6323,0,0,0,3,0,3,0,4,0,15,0,0,4,0,4,0,0,8,0,18,6,3,0,5,3,0,3,9,0,33,13,6,11,8,9,4,6,11,0,68,30,17,11,19,9,9,10,17,0,114,24,8,3,10,16,8,7,10,0,90,12,3,4,7,4,3,0,0,0,32,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,91,37,38,51,46,23,28,60,0,377
POA6324,0,0,23,11,3,32,0,21,0,91,11,3,21,4,13,9,4,27,0,95,28,12,39,19,23,12,10,43,4,188,53,29,41,27,27,12,16,53,4,274,75,42,40,37,44,24,37,58,3,355,74,51,41,30,41,14,33,35,5,322,44,9,7,8,13,5,10,16,0,107,11,3,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,4,309,149,207,132,157,109,116,252,17,1459
POA6326,0,0,0,0,3,4,3,9,0,14,3,0,3,0,0,3,0,3,0,12,7,0,4,3,0,0,9,4,0,30,8,13,7,0,3,0,3,3,0,38,19,10,0,5,5,3,9,14,0,67,26,8,5,3,4,0,3,8,0,50,21,0,0,0,0,0,3,3,0,35,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,88,27,25,16,20,15,31,43,0,257
