POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA6239,0,0,0,43,8,3,0,16,0,10,0,4,4,3,44,91,0,0,0,0,0,0,0,0,0,0,0,3,68,28,8,135,12,99,7,24,21,19,50,459
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
POA6244,0,0,0,6,3,0,0,6,0,0,0,0,0,0,11,24,0,0,0,0,0,0,0,0,0,0,0,3,29,7,3,48,5,23,3,4,0,12,11,136
POA6251,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,10,0,5,0,0,0,33
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,9
POA6253,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,7,0,11,0,3,0,3,4,46
POA6254,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,3,0,3,0,9,3,40
POA6255,0,0,0,26,10,3,0,12,0,3,0,3,3,0,41,71,0,0,0,0,0,0,0,0,0,0,4,3,53,28,7,115,4,63,3,22,7,28,40,364
POA6256,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,19,0,3,0,4,0,0,8,41
POA6258,0,0,0,29,13,4,0,15,3,3,3,0,0,6,48,100,0,0,0,0,0,0,0,0,0,0,5,8,125,16,10,228,17,104,11,25,9,52,57,659
POA6260,0,0,0,11,5,0,0,3,0,0,0,0,0,3,14,26,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,34,10,17,0,3,0,11,14,144
POA6262,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,10,0,7,0,9,5,62
POA6271,0,0,0,26,4,0,0,7,0,3,0,3,0,0,42,63,0,0,0,0,0,0,0,0,0,0,0,0,52,24,3,102,17,70,3,23,9,14,43,349
POA6275,0,0,0,3,4,0,0,4,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,3,17,11,0,37,0,11,0,6,0,12,7,103
POA6280,0,4,3,202,52,16,0,59,5,25,3,10,5,12,360,546,3,0,0,0,0,0,0,3,0,6,12,28,524,165,27,940,74,497,50,184,40,175,380,3043
POA6281,0,0,0,78,17,0,0,19,3,12,3,3,0,0,132,190,0,0,0,0,0,0,0,0,0,0,3,4,90,62,13,335,31,133,24,42,3,19,133,889
POA6282,0,0,0,15,0,3,0,0,0,3,0,3,0,0,17,32,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,59,0,25,3,15,4,5,20,154
POA6284,0,0,0,18,5,0,0,5,0,0,0,0,0,0,44,64,0,0,0,0,0,0,0,0,0,0,0,0,36,22,3,103,9,46,11,17,7,11,43,295
POA6285,0,0,0,77,18,6,0,29,0,5,0,7,0,4,130,193,3,0,0,0,0,0,0,0,0,0,0,11,144,91,9,375,22,153,29,63,23,41,133,1083
POA6286,0,0,0,4,0,0,0,8,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,19,0,4,0,3,0,3,6,58
POA6288,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,13,3,7,0,3,0,4,5,62
POA6290,0,0,0,3,3,0,0,4,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,35,0,12,3,8,0,15,11,113
POA6302,0,0,0,16,3,3,0,0,0,6,0,0,0,0,33,54,3,0,0,0,0,0,0,0,0,0,3,4,39,16,4,96,6,49,4,11,3,30,39,297
POA6304,0,0,0,9,5,0,0,10,0,4,0,0,0,3,14,36,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,39,0,23,0,6,7,19,18,143
POA6306,0,0,0,3,8,0,0,7,0,0,0,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,3,21,3,0,30,6,16,0,9,0,7,11,96
POA6308,0,0,0,3,3,4,0,5,0,0,0,0,0,3,12,29,0,0,0,4,0,0,0,0,0,0,0,3,21,3,4,49,3,30,0,4,4,16,16,140
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,3,19
POA6311,0,0,0,4,3,0,0,4,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,7,0,0,0,5,6,56
POA6312,0,0,0,38,11,0,0,10,0,6,0,7,0,3,39,73,3,0,0,0,0,0,0,0,0,0,3,11,83,17,7,154,14,67,10,19,4,44,48,467
POA6313,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,0,0,0,6,24
POA6315,0,0,0,9,6,0,0,8,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0,53,3,16,3,5,0,18,7,159
POA6316,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,3,3,0,0,0,3,0,39
POA6317,0,0,0,25,20,0,0,6,0,7,0,3,0,4,23,66,0,0,0,0,0,0,0,0,0,0,0,3,76,15,4,108,9,80,3,20,4,45,24,380
POA6318,0,0,0,8,7,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,17,4,5,0,0,0,5,0,57
POA6320,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,18,4,8,0,3,0,6,3,54
POA6321,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,15,0,3,0,3,3,51
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,21
POA6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,3,4,3,11,3,20,0,20,3,9,5,10,9,80
POA6324,0,0,0,16,8,0,0,3,0,8,0,6,0,3,22,56,0,0,0,0,0,0,0,0,0,0,3,4,49,15,6,89,4,69,3,27,3,29,25,325
POA6326,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,19,0,10,0,7,0,3,7,59
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,3,0,0,3,0,6,32
POA6328,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,22,0,8,0,0,3,0,3,45
POA6330,0,4,0,259,51,15,4,63,4,40,6,9,4,24,266,488,5,0,0,3,0,4,0,0,7,7,8,36,598,196,34,1201,103,609,52,224,59,219,280,3584
POA6333,0,0,0,29,15,7,0,14,0,7,0,0,0,12,58,112,0,0,0,0,0,0,0,0,0,0,3,3,89,49,11,140,16,82,15,48,8,39,59,545
POA6335,0,0,0,11,3,0,0,0,0,3,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,24,0,33,0,5,0,3,5,84
POA6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,3,0,0,0,0,3,29
POA6337,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,14,3,11,3,4,0,0,0,62
POA6338,0,0,0,11,3,0,0,3,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,23,3,7,0,0,0,0,5,60
POA6341,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,17,3,0,0,0,0,0,3,39
POA6343,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,6,0,0,0,0,7,34
POA6346,0,0,0,8,3,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,18,0,8,0,0,0,4,8,66
POA6348,0,0,0,5,3,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,3,22,4,4,0,6,7,64
POA6350,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,8,0,0,0,3,0,28
POA6351,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,13
POA6352,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,20
POA6353,0,0,0,10,4,0,0,5,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,31,3,13,0,0,0,0,4,82
POA6355,0,0,0,3,3,0,0,5,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,15,0,10,3,0,0,0,4,58
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,5,14
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,11
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
POA6359,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,22,0,4,0,0,0,0,6,48
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,14
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,15
POA6365,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,5,0,0,0,0,9,51
POA6367,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,8,0,7,0,0,0,3,3,38
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,12
POA6369,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,3,14,0,3,3,0,0,64
POA6370,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,3,10,0,3,0,0,0,47
POA6372,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,11
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,16
POA6375,0,0,0,4,5,4,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,19,4,0,29,4,14,3,4,0,8,7,75
POA6383,0,0,0,5,3,0,0,6,0,0,0,0,0,4,12,24,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,18,0,12,0,3,0,12,12,69
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6386,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,11
POA6390,0,0,0,27,3,5,0,9,3,3,0,0,0,0,23,40,0,0,0,0,0,0,0,0,0,0,3,5,30,3,0,58,10,53,7,5,9,15,23,214
POA6391,0,0,0,7,6,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,21,7,3,40,4,15,0,8,0,3,3,103
POA6392,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,6,0,0,0,0,3,41
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,14
POA6394,0,0,0,5,0,0,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,16,3,5,0,0,3,0,5,49
POA6395,0,0,0,18,4,0,0,12,0,0,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,5,33,5,3,63,3,26,3,3,8,8,9,168
POA6396,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,0,12,0,0,0,0,5,41
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
POA6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,7,0,3,0,3,0,3,0,38
POA6401,3,0,0,47,20,3,0,19,3,15,0,5,3,11,59,129,0,0,0,0,0,0,0,0,0,0,0,6,127,31,3,208,24,142,5,40,12,68,62,714
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,4,4,0,0,0,0,18
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,11,0,0,0,0,3,41
POA6407,0,0,0,19,4,0,0,3,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,3,3,22,3,0,38,7,30,0,3,0,8,12,109
POA6409,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,10,0,3,0,3,0,45
POA6410,0,0,0,5,3,0,0,5,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,4,14,4,0,29,0,20,0,7,4,12,6,96
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,14
POA6412,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8
POA6415,0,0,0,25,6,0,0,10,0,3,0,5,0,0,14,41,0,0,0,0,0,0,0,0,0,0,0,3,50,11,0,90,12,58,3,17,3,23,14,278
POA6418,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,19,3,12,0,3,0,3,3,66
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,10
POA6420,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,7
POA6423,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,9
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11
POA6426,0,0,0,6,3,0,0,0,0,5,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,18,0,22,4,6,3,3,4,66
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10
POA6429,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,11,4,22,0,3,0,10,5,72
POA6430,3,6,0,495,44,3,6,29,8,24,6,10,3,6,239,368,6,0,3,3,3,0,0,0,4,0,8,38,671,34,31,837,125,678,29,74,46,85,251,2863
POA6431,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,13,13,8,0,0,0,0,18,0,3,4,40,15,87
POA6432,0,0,0,81,12,0,3,12,3,10,3,0,0,14,81,127,0,0,0,0,0,0,0,0,0,0,3,5,142,14,13,190,22,189,17,20,14,39,84,733
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,9
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,18,0,0,3,0,4,46
POA6438,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,8,0,3,0,6,3,39
POA6440,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,18,0,39
POA6442,0,0,0,37,8,0,0,3,0,9,0,0,0,0,24,38,0,0,0,0,0,0,0,0,0,0,0,3,42,4,3,73,12,95,6,11,18,21,25,310
POA6443,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,0,0,0,11,5,40
POA6445,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,3,0,0,0,0,3,21
POA6446,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,14
POA6447,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,0,0,21
POA6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,19,3,3,0,0,0,0,0,44
POA6450,0,4,0,115,34,7,0,32,3,24,4,0,3,6,125,244,0,0,0,3,0,3,0,0,0,5,9,19,251,45,20,490,39,258,20,46,23,70,133,1389
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,29,3,14,4,3,0,3,3,69
POA6461,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,20,0,7,0,0,0,4,9,53
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,14
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6468,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,5,0,0,0,0,0,27
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6472,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,3,0,0,0,0,0,3,28
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
POA6475,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,4,13,0,0,0,6,8,45
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
POA6477,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,9,0,4,0,0,3,29
POA6479,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,20,0,13,0,0,0,0,9,61
POA6480,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
POA6485,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,9,0,5,0,3,0,37
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
POA6490,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,3,6,0,0,0,0,7,26
POA6501,0,0,0,9,0,0,0,5,0,3,0,3,0,3,16,29,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,35,3,12,0,5,7,9,16,118
POA6502,0,0,0,9,0,0,0,3,0,0,0,0,3,0,20,27,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,22,4,24,5,4,0,11,21,110
POA6503,0,0,0,18,7,3,0,4,0,5,0,3,0,4,28,53,0,0,0,0,0,0,0,0,0,0,0,0,48,9,0,54,4,41,5,7,3,14,29,223
POA6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,3,4,18
POA6505,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,0,0,0,0,14
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6507,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,16,0,12,0,0,0,5,3,47
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,20
POA6510,0,0,0,13,3,0,0,6,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,3,0,6,39,7,4,64,7,41,3,9,8,17,9,204
POA6511,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,0,4,0,0,3,0,5,40
POA6512,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,10
