POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,15
POA6422,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,6,3,23
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,0,0,0,0,10
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,3,3,18
POA6426,0,0,0,6,0,0,0,0,0,3,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,3,0,3,22,3,0,20,5,15,0,0,7,24,8,101
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
POA6429,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,11,0,9,0,6,0,28,7,80
POA6430,0,0,0,239,8,0,0,3,0,4,3,0,0,4,179,209,10,0,0,0,3,0,0,3,3,6,13,44,725,40,22,347,37,255,15,85,28,215,206,1967
POA6431,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,3,0,6,0,9,0,27,3,58
POA6432,0,0,0,41,0,0,0,0,0,3,0,0,0,0,38,46,3,0,0,0,0,0,0,0,0,0,4,13,174,15,5,75,9,89,5,34,5,79,44,543
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
POA6437,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,9,0,0,0,0,4,32
POA6438,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,10,0,3,0,0,0,12,3,50
POA6440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,4,0,18,5,52
POA6442,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,3,0,0,0,3,0,10,59,8,3,35,0,42,0,6,3,34,25,212
POA6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,3,3,3,18,0,0,8,0,8,0,6,3,17,7,80
POA6445,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,18
POA6446,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,10
POA6447,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,18
POA6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,9,0,10,0,0,0,10,3,37
POA6450,0,10,0,71,3,0,0,10,3,7,0,3,0,12,100,141,0,0,0,0,0,0,0,0,0,9,7,26,299,71,24,223,29,117,13,83,20,387,124,1382
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,19,0,13,0,3,0,29,6,91
POA6461,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,17,0,13,0,5,0,24,4,70
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,0,18
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
POA6466,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,18
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,5,0,26
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,0,0,0,3,0,18
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
POA6475,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,3,0,4,0,19,6,52
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,10
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,4,0,3,0,0,0,7,0,26
POA6479,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,7,0,6,0,22,5,79
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
POA6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,8,3,5,0,3,0,22,9,59
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,6,0,28
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,13
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,3,0,13,3,32
POA6501,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,3,27,6,0,15,5,7,0,7,3,33,12,116
POA6502,0,0,0,4,0,0,0,0,0,3,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,23,9,3,26,3,18,0,17,6,67,10,176
POA6503,0,0,0,7,3,0,0,0,0,0,0,0,0,4,21,29,0,0,0,0,0,0,0,0,0,0,4,9,52,16,4,44,4,30,0,28,3,71,27,283
POA6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,3,0,0,0,10,4,25
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,5,0,21
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,14
POA6507,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,21,0,4,0,3,0,12,5,86
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,18
POA6510,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,3,0,3,59,13,4,30,0,17,0,15,0,45,15,208
POA6511,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,3,3,5,0,6,0,33,8,87
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,13
POA6513,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,0,3,0,0,0,22
POA6514,0,3,0,4,0,0,0,0,0,0,0,0,0,3,13,14,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,9,0,7,0,7,4,61,13,113
POA6515,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,3,4,0,0,0,11,3,50
POA6516,0,3,0,9,0,0,0,0,0,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,5,0,9,18,11,4,26,0,19,0,19,3,117,30,251
POA6517,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,12,0,5,0,9,0,9,4,56
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,12,0,35
POA6519,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,13,0,4,0,0,0,22,7,67
POA6521,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,7,3,14,0,0,0,5,0,3,3,60
POA6522,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,15,0,0,13,0,8,0,3,0,14,9,60
POA6525,0,3,0,21,0,0,0,3,0,0,0,0,0,5,49,58,0,0,0,0,0,0,0,0,0,6,7,10,50,22,4,71,11,40,5,31,5,226,60,531
POA6528,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,16,4,4,5,5,4,0,0,0,11,3,52
POA6530,3,22,0,163,13,0,3,4,0,9,0,9,3,29,298,369,7,0,0,8,0,3,0,0,3,32,28,79,650,115,29,439,57,353,22,246,62,1040,345,3348
POA6532,0,4,0,43,0,0,0,0,0,3,0,0,0,4,77,86,4,0,0,0,0,0,0,3,0,6,7,25,169,30,14,107,11,77,14,45,8,181,84,750
POA6535,0,3,0,12,0,0,0,0,0,0,0,0,0,3,17,19,3,0,0,0,0,0,0,0,0,5,3,12,35,12,3,33,3,19,3,11,0,94,26,248
POA6536,0,4,0,14,0,0,0,0,0,0,0,0,0,3,20,25,0,0,0,0,0,0,0,0,0,3,6,5,25,18,0,27,0,17,3,14,6,99,28,230
POA6537,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,3,0,5,22,5,3,17,3,17,0,5,3,36,12,125
POA6556,0,0,0,7,4,0,0,0,0,0,0,0,0,0,11,17,0,0,0,3,0,0,0,0,0,0,0,3,39,14,3,20,0,25,4,21,3,58,19,217
POA6558,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,13,0,13,0,4,0,18,16,81
POA6560,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,12,3,16,0,9,3,55,7,138
POA6562,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,3,37,7,5,18,5,20,0,14,7,65,15,176
POA6564,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,5,0,3,0,24,0,61
POA6566,0,0,0,22,0,0,0,3,0,3,0,0,0,6,44,53,0,0,0,0,0,0,0,0,0,4,6,14,68,20,5,54,3,61,3,34,9,200,59,525
POA6567,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,12,0,11,0,5,3,27,11,78
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,3,0,0,0,3,3,28
POA6569,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,9,0,0,0,7,3,26
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,12
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,13
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,7
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,15
POA6603,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,7,35,4,3,19,3,14,0,11,0,36,3,133
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,8,0,22
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,11
POA6609,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,32,3,4,20,0,17,0,9,3,10,8,94
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,24
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6620,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,12,0,0,0,0,0,3,0,36
POA6623,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,5,20,3,3,9,0,0,0,0,0,20,7,68
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
POA6630,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,15,4,0,11,0,4,0,6,0,12,3,56
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,9
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,11
POA6638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,4,0,0,0,9,4,44
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,3,14
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,21
POA6642,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,5,3,20,4,0,3,0,13,0,5,0,10,8,55
POA6646,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,0,10,5,26
POA6701,0,0,0,29,0,0,0,0,0,4,0,0,0,4,36,43,5,0,0,0,0,0,0,0,0,7,11,30,144,14,5,67,11,56,4,21,5,115,47,496
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,14
POA6707,0,0,0,21,0,0,0,0,0,0,0,0,0,0,33,36,0,0,0,0,0,0,0,0,0,0,3,3,73,13,3,53,11,24,5,15,3,64,33,296
POA6710,0,0,0,24,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,3,0,3,40,3,3,17,3,11,0,0,3,12,9,104
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,0,0,0,31,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,13,3,12,0,0,0,4,7,86
POA6714,0,0,0,309,5,0,0,0,5,8,3,0,0,4,87,105,3,0,0,0,0,0,0,0,0,0,4,16,569,20,27,195,43,194,20,23,28,40,99,1255
POA6716,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,25,4,4,7,0,11,0,0,0,0,7,68
POA6718,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,7,0,6,0,0,0,4,9,36
POA6720,3,0,0,60,0,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,3,88,7,3,25,0,25,3,3,10,7,22,198
POA6721,0,0,0,131,6,0,0,0,0,0,0,0,0,0,39,49,4,0,4,0,0,0,0,0,0,0,3,9,212,6,10,66,19,51,3,7,8,24,43,448
POA6722,0,0,0,165,0,0,0,3,0,3,0,0,0,0,66,76,5,0,4,0,0,0,0,0,0,0,8,20,322,6,14,113,23,105,5,25,11,45,78,740
POA6725,0,3,0,74,0,0,0,3,3,0,0,0,0,7,79,91,0,0,3,0,0,0,0,0,0,3,3,11,296,45,8,124,16,87,4,25,18,129,80,833
POA6726,0,4,0,52,0,0,0,3,0,3,0,0,0,0,45,57,0,0,0,0,0,0,0,0,0,4,5,16,181,28,12,86,11,48,9,20,0,54,55,503
POA6728,0,0,0,22,3,0,0,0,0,0,0,0,0,3,30,41,0,0,0,0,0,0,0,0,0,5,6,11,124,17,8,31,15,40,3,13,8,89,36,383
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,6,0,10,3,3,5,12,7,58
POA6743,0,4,0,45,3,0,0,0,0,4,0,0,0,0,57,58,0,0,0,0,0,0,0,0,0,4,4,13,254,20,7,72,10,44,3,19,3,63,61,558
POA6751,0,0,0,64,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,3,3,107,7,6,45,5,23,0,5,0,5,23,226
POA6753,0,0,0,71,3,0,0,0,0,3,0,0,0,0,27,34,0,0,0,0,0,0,0,0,0,0,0,3,154,11,10,49,8,57,3,9,0,17,26,337
POA6754,0,0,0,20,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,33,4,3,7,0,11,3,0,0,0,11,76
POA6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,0,13
POA6760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,3,5,23
POA6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,9
POA6765,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,4,25,0,0,10,0,10,0,3,3,30,8,93
POA6770,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,3,0,3,36,3,4,4,0,15,0,4,3,42,14,127
